List Type,List Size,Algorithm,Run Time
Reverse Ordered Data,10,Bubble Sort,0.00000803
Reverse Ordered Data,10,Bubble Sort,0.00000820
Reverse Ordered Data,10,Bubble Sort,0.00000830
Reverse Ordered Data,10,Bubble Sort,0.00000811
Reverse Ordered Data,10,Bubble Sort,0.00000809
Reverse Ordered Data,10,Bubble Sort,0.00000818
Reverse Ordered Data,10,Bubble Sort,0.00000828
Reverse Ordered Data,10,Bubble Sort,0.00000821
Reverse Ordered Data,10,Bubble Sort,0.00000820
Reverse Ordered Data,10,Bubble Sort,0.00000847
Reverse Ordered Data,10,Bubble Sort,0.00000810
Reverse Ordered Data,10,Bubble Sort,0.00000812
Reverse Ordered Data,10,Bubble Sort,0.00000816
Reverse Ordered Data,10,Bubble Sort,0.00000801
Reverse Ordered Data,10,Bubble Sort,0.00000824
Reverse Ordered Data,10,Bubble Sort,0.00000815
Reverse Ordered Data,10,Bubble Sort,0.00000828
Reverse Ordered Data,10,Bubble Sort,0.00000803
Reverse Ordered Data,10,Bubble Sort,0.00000820
Reverse Ordered Data,10,Bubble Sort,0.00000812
Reverse Ordered Data,10,Bubble Sort,0.00000821
Reverse Ordered Data,10,Bubble Sort,0.00000801
Reverse Ordered Data,10,Bubble Sort,0.00000809
Reverse Ordered Data,10,Bubble Sort,0.00000794
Reverse Ordered Data,10,Bubble Sort,0.00000803
Reverse Ordered Data,10,Bubble Sort,0.00000779
Reverse Ordered Data,10,Bubble Sort,0.00000793
Reverse Ordered Data,10,Bubble Sort,0.00000789
Reverse Ordered Data,10,Bubble Sort,0.00000771
Reverse Ordered Data,10,Bubble Sort,0.00000788
Reverse Ordered Data,10,Bubble Sort,0.00000802
Reverse Ordered Data,10,Bubble Sort,0.00000782
Reverse Ordered Data,10,Bubble Sort,0.00000784
Reverse Ordered Data,10,Bubble Sort,0.00000777
Reverse Ordered Data,10,Bubble Sort,0.00000772
Reverse Ordered Data,10,Bubble Sort,0.00000787
Reverse Ordered Data,10,Bubble Sort,0.00000762
Reverse Ordered Data,10,Bubble Sort,0.00000784
Reverse Ordered Data,10,Bubble Sort,0.00000795
Reverse Ordered Data,10,Bubble Sort,0.00000794
Reverse Ordered Data,10,Bubble Sort,0.00000797
Reverse Ordered Data,10,Bubble Sort,0.00008514
Reverse Ordered Data,10,Bubble Sort,0.00001082
Reverse Ordered Data,10,Bubble Sort,0.00000842
Reverse Ordered Data,10,Bubble Sort,0.00002915
Reverse Ordered Data,10,Bubble Sort,0.00000882
Reverse Ordered Data,10,Bubble Sort,0.00000815
Reverse Ordered Data,10,Bubble Sort,0.00000773
Reverse Ordered Data,10,Bubble Sort,0.00002549
Reverse Ordered Data,10,Bubble Sort,0.00000896
Reverse Ordered Data,10,Bubble Sort,0.00000804
Reverse Ordered Data,10,Bubble Sort,0.00000802
Reverse Ordered Data,10,Bubble Sort,0.00000781
Reverse Ordered Data,10,Bubble Sort,0.00000789
Reverse Ordered Data,10,Bubble Sort,0.00000788
Reverse Ordered Data,10,Bubble Sort,0.00000776
Reverse Ordered Data,10,Bubble Sort,0.00000782
Reverse Ordered Data,10,Bubble Sort,0.00000806
Reverse Ordered Data,10,Bubble Sort,0.00000790
Reverse Ordered Data,10,Bubble Sort,0.00000789
Reverse Ordered Data,10,Bubble Sort,0.00000787
Reverse Ordered Data,10,Bubble Sort,0.00000786
Reverse Ordered Data,10,Bubble Sort,0.00002348
Reverse Ordered Data,10,Bubble Sort,0.00000891
Reverse Ordered Data,10,Bubble Sort,0.00000827
Reverse Ordered Data,10,Bubble Sort,0.00000801
Reverse Ordered Data,10,Bubble Sort,0.00000816
Reverse Ordered Data,10,Bubble Sort,0.00000775
Reverse Ordered Data,10,Bubble Sort,0.00000786
Reverse Ordered Data,10,Bubble Sort,0.00000781
Reverse Ordered Data,10,Bubble Sort,0.00000789
Reverse Ordered Data,10,Bubble Sort,0.00000775
Reverse Ordered Data,10,Bubble Sort,0.00000787
